resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
SYSTEM,Request Payment,2018/4/11 11:16:00.00,UNDEFINED,travel permit number 28392,UNKNOWN,organizational unit 65469,1287.420548,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 28393,organizational unit 65454,1398.804123,travel permit 28391,UNKNOWN
SYSTEM,Payment Handled,2018/4/12 15:31:12.00,UNDEFINED,travel permit number 28392,UNKNOWN,organizational unit 65469,1287.420548,UNKNOWN,budget 864,UNKNOWN,project 503,request for payment 28393,organizational unit 65454,1398.804123,travel permit 28391,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/10/15 7:57:54.00,EMPLOYEE,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/10/15 7:57:57.00,ADMINISTRATION,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/10/15 11:40:23.00,BUDGET OWNER,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/10/22 3:15:27.00,SUPERVISOR,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/10/22 8:47:18.00,DIRECTOR,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/11/19 9:33:59.00,EMPLOYEE,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/11/19 9:34:16.00,ADMINISTRATION,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/11/19 10:48:59.00,BUDGET OWNER,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/11/22 9:44:20.00,SUPERVISOR,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
SYSTEM,Request Payment,2018/11/26 6:50:41.00,UNDEFINED,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
SYSTEM,Payment Handled,2018/11/29 16:31:20.00,UNDEFINED,travel permit number 58295,UNKNOWN,organizational unit 65456,793.4627477,UNKNOWN,budget 11262,UNKNOWN,project 503,request for payment 58298,organizational unit 65457,3315.622433,travel permit 58294,activity 50018
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/1/22 15:30:48.00,EMPLOYEE,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit REJECTED by ADMINISTRATION,2018/1/22 15:30:51.00,ADMINISTRATION,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit REJECTED by EMPLOYEE,2018/2/19 11:20:08.00,EMPLOYEE,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/20 14:00:06.00,EMPLOYEE,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/20 14:00:08.00,ADMINISTRATION,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/2/22 14:49:36.00,BUDGET OWNER,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/2/26 11:15:07.00,SUPERVISOR,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/2/27 10:53:34.00,DIRECTOR,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/11 6:03:43.00,EMPLOYEE,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/11 6:04:17.00,ADMINISTRATION,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/6/12 10:22:47.00,BUDGET OWNER,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/15 10:50:48.00,SUPERVISOR,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
SYSTEM,Request Payment,2018/6/18 12:28:01.00,UNDEFINED,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
SYSTEM,Payment Handled,2018/6/21 15:31:09.00,UNDEFINED,travel permit number 6318,UNKNOWN,organizational unit 65458,672.8639587,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 6321,organizational unit 65458,5664.166851,travel permit 6317,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/6/11 12:13:42.00,EMPLOYEE,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/6/12 12:07:16.00,ADMINISTRATION,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/6/12 13:37:28.00,BUDGET OWNER,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/6/14 10:12:10.00,SUPERVISOR,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/15 12:30:03.00,EMPLOYEE,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/15 12:31:11.00,ADMINISTRATION,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/6/18 14:08:12.00,BUDGET OWNER,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/6/25 3:15:19.00,SUPERVISOR,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
SYSTEM,Request Payment,2018/7/4 8:42:36.00,UNDEFINED,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
SYSTEM,Payment Handled,2018/7/5 15:31:35.00,UNDEFINED,travel permit number 10437,UNKNOWN,organizational unit 65465,348.6836378,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 10438,organizational unit 65464,348.6836378,travel permit 10436,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/12/6 8:31:47.00,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65469,43.8985649,UNKNOWN,UNKNOWN,UNKNOWN,project 152803,request for payment 186291,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/12/6 8:32:00.00,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65469,43.8985649,UNKNOWN,UNKNOWN,UNKNOWN,project 152803,request for payment 186291,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/12/11 9:15:06.00,SUPERVISOR,UNKNOWN,UNKNOWN,organizational unit 65469,43.8985649,UNKNOWN,UNKNOWN,UNKNOWN,project 152803,request for payment 186291,UNKNOWN,0.0,UNKNOWN,UNKNOWN
SYSTEM,Request Payment,2018/12/18 8:08:07.00,UNDEFINED,UNKNOWN,UNKNOWN,organizational unit 65469,43.8985649,UNKNOWN,UNKNOWN,UNKNOWN,project 152803,request for payment 186291,UNKNOWN,0.0,UNKNOWN,UNKNOWN
SYSTEM,Payment Handled,2018/12/20 16:31:30.00,UNDEFINED,UNKNOWN,UNKNOWN,organizational unit 65469,43.8985649,UNKNOWN,UNKNOWN,UNKNOWN,project 152803,request for payment 186291,UNKNOWN,0.0,UNKNOWN,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/10/1 11:58:08.00,EMPLOYEE,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/10/1 11:58:21.00,ADMINISTRATION,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/10/1 12:14:55.00,EMPLOYEE,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/10/1 12:16:43.00,ADMINISTRATION,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/10/2 11:01:12.00,SUPERVISOR,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/10/2 18:00:07.00,SUPERVISOR,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
SYSTEM,Request Payment,2018/10/4 7:49:10.00,UNDEFINED,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
SYSTEM,Payment Handled,2018/10/8 15:31:17.00,UNDEFINED,travel permit number 51153,UNKNOWN,organizational unit 65465,88.07329982,UNKNOWN,budget 7753,UNKNOWN,project 503,request for payment 51154,organizational unit 65464,641.0581167,travel permit 51152,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/1/30 15:09:41.00,EMPLOYEE,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/1/30 15:09:53.00,ADMINISTRATION,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/1/30 15:29:41.00,EMPLOYEE,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/1/30 15:31:34.00,ADMINISTRATION,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/1/31 15:02:14.00,BUDGET OWNER,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/2/1 14:34:58.00,SUPERVISOR,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
SYSTEM,Request Payment,2018/2/2 18:57:28.00,UNDEFINED,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/7 4:15:16.00,SUPERVISOR,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
SYSTEM,Payment Handled,2018/2/8 16:31:11.00,UNDEFINED,travel permit number 1343,UNKNOWN,organizational unit 65461,281.180901,task 427,budget 829,project 1344,project 503,request for payment 1345,organizational unit 65456,695.2836825,travel permit 1342,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/24 13:09:26.00,EMPLOYEE,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/24 13:09:40.00,ADMINISTRATION,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/2/26 8:53:43.00,BUDGET OWNER,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/27 7:22:48.00,SUPERVISOR,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/4/5 9:04:43.00,EMPLOYEE,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/4/5 9:05:06.00,ADMINISTRATION,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/4/5 14:10:20.00,BUDGET OWNER,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/4/6 12:25:19.00,SUPERVISOR,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
SYSTEM,Request Payment,2018/4/10 12:04:31.00,UNDEFINED,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
SYSTEM,Payment Handled,2018/4/12 15:31:12.00,UNDEFINED,travel permit number 9553,UNKNOWN,organizational unit 65468,510.4294404,UNKNOWN,budget 1136,UNKNOWN,project 503,request for payment 9554,organizational unit 65466,1436.324704,travel permit 9552,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/8/10 12:13:04.00,EMPLOYEE,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/8/10 12:13:06.00,ADMINISTRATION,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/8/10 12:19:35.00,SUPERVISOR,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/8/13 7:17:03.00,DIRECTOR,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/9/8 12:33:57.00,EMPLOYEE,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/9/8 12:34:01.00,ADMINISTRATION,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/9/11 13:25:59.00,SUPERVISOR,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
SYSTEM,Request Payment,2018/9/12 5:17:20.00,UNDEFINED,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
SYSTEM,Payment Handled,2018/9/13 15:31:15.00,UNDEFINED,travel permit number 12434,task 12438,organizational unit 65458,344.1234941,task 427,budget 698,project 12435,project 503,request for payment 12436,organizational unit 65458,1802.551636,travel permit 12433,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/3/27 9:33:32.00,EMPLOYEE,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Permit APPROVED by PRE_APPROVER,2017/3/27 9:35:48.00,PRE_APPROVER,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/3/27 12:25:00.00,SUPERVISOR,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/6/6 7:43:11.00,EMPLOYEE,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,2017/6/6 7:47:03.00,PRE_APPROVER,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/6/7 13:33:08.00,SUPERVISOR,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
SYSTEM,Request Payment,2017/6/12 9:45:51.00,UNDEFINED,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
SYSTEM,Payment Handled,2017/6/15 15:31:12.00,UNDEFINED,travel permit number 74415,task 74419,organizational unit 65463,1135.140898,task 427,budget 899,project 74416,project 503,request for payment 74417,organizational unit 65455,2522.034031,travel permit 74414,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/1/29 17:06:04.00,EMPLOYEE,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/1/29 17:06:25.00,ADMINISTRATION,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/1/30 14:54:17.00,SUPERVISOR,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/2/1 8:09:18.00,DIRECTOR,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/4 12:33:25.00,EMPLOYEE,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/6/4 12:35:01.00,ADMINISTRATION,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by SUPERVISOR,2018/6/6 12:42:27.00,SUPERVISOR,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by DIRECTOR,2018/6/7 6:40:42.00,DIRECTOR,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
SYSTEM,Request Payment,2018/6/7 12:58:29.00,UNDEFINED,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
SYSTEM,Payment Handled,2018/6/11 15:31:19.00,UNDEFINED,travel permit number 22777,task 22780,organizational unit 65465,2866.074644,task 427,budget 2365,project 9944,project 503,request for payment 22798,organizational unit 65464,13451.80238,travel permit 22776,UNKNOWN
