group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 3,task-34440,Resource06,T04 Determine confirmation of receipt,2011/7/29 10:26:58,Resource06,General,8796,Internet
Group 2,task-34441,Resource06,T05 Print and send confirmation of receipt,2011/7/29 10:27:18,Resource06,General,8796,Internet
Group 1,task-34439,Resource06,T10 Determine necessity to stop indication,2011/7/29 10:27:37,Resource06,General,8796,Internet
Group 1,task-35714,Resource14,Confirmation of receipt,2011/8/16 9:14:53,Resource14,General,9004,Internet
Group 4,task-36511,Resource14,T02 Check confirmation of receipt,2011/8/16 9:15:20,Resource14,General,9004,Internet
Group 3,task-36513,Resource14,T04 Determine confirmation of receipt,2011/8/16 9:16:27,Resource14,General,9004,Internet
Group 2,task-36514,Resource14,T05 Print and send confirmation of receipt,2011/8/16 9:16:49,Resource14,General,9004,Internet
Group 1,task-36512,Resource14,T06 Determine necessity of stop advice,2011/8/16 9:54:43,Resource14,General,9004,Internet
Group 1,task-36517,Resource14,T10 Determine necessity to stop indication,2011/8/16 9:55:04,Resource14,General,9004,Internet
EMPTY,task-39995,Resource03,Confirmation of receipt,2011/9/30 8:43:30,Resource11,General,9711,Internet
Group 4,task-40965,Resource03,T02 Check confirmation of receipt,2011/9/30 8:43:55,Resource11,General,9711,Internet
Group 3,task-40967,Resource03,T04 Determine confirmation of receipt,2011/9/30 8:44:12,Resource11,General,9711,Internet
Group 2,task-40968,Resource03,T05 Print and send confirmation of receipt,2011/9/30 8:44:28,Resource11,General,9711,Internet
Group 1,task-40966,Resource03,T06 Determine necessity of stop advice,2011/9/30 8:44:46,Resource11,General,9711,Internet
Group 1,task-40969,Resource03,T10 Determine necessity to stop indication,2011/9/30 8:45:10,Resource11,General,9711,Internet
EMPTY,task-19172,Resource01,Confirmation of receipt,2011/4/21 9:37:58,Resource11,General,6864,Internet
Group 4,task-21791,Resource01,T02 Check confirmation of receipt,2011/4/21 9:38:18,Resource11,General,6864,Internet
Group 3,task-21793,Resource01,T04 Determine confirmation of receipt,2011/4/21 9:38:34,Resource11,General,6864,Internet
Group 2,task-21794,Resource01,T05 Print and send confirmation of receipt,2011/4/21 9:38:46,Resource11,General,6864,Internet
Group 1,task-21792,Resource01,T06 Determine necessity of stop advice,2011/4/21 9:39:00,Resource11,General,6864,Internet
Group 1,task-21795,Resource01,T10 Determine necessity to stop indication,2011/4/21 9:39:16,Resource11,General,6864,Internet
EMPTY,task-26016,Resource01,Confirmation of receipt,2011/5/26 12:53:50,Resource11,General,7667,Internet
Group 4,task-26561,Resource01,T02 Check confirmation of receipt,2011/5/26 12:54:08,Resource11,General,7667,Internet
Group 3,task-26563,Resource01,T04 Determine confirmation of receipt,2011/5/26 12:54:21,Resource11,General,7667,Internet
Group 2,task-26564,Resource01,T05 Print and send confirmation of receipt,2011/5/26 12:54:32,Resource11,General,7667,Internet
Group 1,task-26562,Resource01,T06 Determine necessity of stop advice,2011/5/26 12:54:50,Resource11,General,7667,Internet
Group 1,task-26565,Resource01,T10 Determine necessity to stop indication,2011/5/26 12:55:26,Resource11,General,7667,Internet
EMPTY,task-5876,Resource14,Confirmation of receipt,2011/1/11 8:49:19,Resource14,General,4981,Internet
Group 1,task-7571,Resource14,T06 Determine necessity of stop advice,2011/1/11 9:29:35,Resource14,General,4981,Internet
Group 1,task-7584,Resource14,T10 Determine necessity to stop indication,2011/1/11 9:29:53,Resource14,General,4981,Internet
EMPTY,task-7570,Resource14,T02 Check confirmation of receipt,2011/1/11 9:31:21,Resource14,General,4981,Internet
Group 3,task-7588,Resource10,T04 Determine confirmation of receipt,2011/1/11 9:48:55,Resource14,General,4981,Internet
Group 2,task-7603,admin1,T05 Print and send confirmation of receipt,2011/1/11 13:11:51,Resource14,General,4981,Internet
Group 1,task-35321,Resource14,Confirmation of receipt,2011/8/9 8:11:56,Resource14,General,8958,Internet
Group 4,task-35870,Resource14,T02 Check confirmation of receipt,2011/8/9 8:12:37,Resource14,General,8958,Internet
Group 3,task-35872,Resource14,T04 Determine confirmation of receipt,2011/8/9 8:12:56,Resource14,General,8958,Internet
Group 2,task-35873,Resource14,T05 Print and send confirmation of receipt,2011/8/9 8:13:23,Resource14,General,8958,Internet
Group 1,task-35871,Resource14,T06 Determine necessity of stop advice,2011/8/9 8:41:15,Resource14,General,8958,Internet
Group 1,task-35878,Resource14,T10 Determine necessity to stop indication,2011/8/9 8:43:50,Resource14,General,8958,Internet
EMPTY,task-6382,Resource09,Confirmation of receipt,2011/1/5 12:50:03,Resource09,General,5046,Internet
Group 1,task-6885,Resource09,T06 Determine necessity of stop advice,2011/1/5 12:51:29,Resource09,General,5046,Internet
EMPTY,task-6886,Resource25,T07-2 Draft intern advice aspect 2,2011/1/7 13:06:04,Resource09,General,5046,Internet
Group 1,task-7262,Resource09,T06 Determine necessity of stop advice,2011/1/11 13:17:49,Resource09,General,5046,Internet
Group 15,task-7718,Resource09,T07-2 Draft intern advice aspect 2,2011/1/11 13:19:00,Resource09,General,5046,Internet
EMPTY,task-6884,Resource24,T02 Check confirmation of receipt,2011/1/13 9:25:58,Resource09,General,5046,Internet
Group 3,task-8040,Resource24,T04 Determine confirmation of receipt,2011/1/13 9:26:31,Resource09,General,5046,Internet
Group 1,task-7723,Resource09,T06 Determine necessity of stop advice,2011/1/17 9:59:37,Resource09,General,5046,Internet
Group 15,task-8554,Resource09,T07-2 Draft intern advice aspect 2,2011/1/17 10:00:11,Resource09,General,5046,Internet
Group 1,task-8556,Resource09,T06 Determine necessity of stop advice,2011/1/17 10:00:38,Resource09,General,5046,Internet
Group 1,task-8557,Resource09,T10 Determine necessity to stop indication,2011/1/17 11:17:16,Resource09,General,5046,Internet
Group 2,task-8041,admin1,T05 Print and send confirmation of receipt,2011/1/18 8:38:17,Resource09,General,5046,Internet
EMPTY,task-30655,Resource04,Confirmation of receipt,2011/7/27 7:44:59,Resource04,General,8381,Internet
Group 4,task-33651,Resource04,T02 Check confirmation of receipt,2011/7/27 7:47:53,Resource04,General,8381,Internet
Group 3,task-33653,Resource04,T04 Determine confirmation of receipt,2011/7/27 7:48:11,Resource04,General,8381,Internet
Group 2,task-33654,Resource04,T05 Print and send confirmation of receipt,2011/7/27 7:48:52,Resource04,General,8381,Internet
Group 1,task-33652,Resource04,T06 Determine necessity of stop advice,2011/7/27 7:49:12,Resource04,General,8381,Internet
Group 1,task-33655,Resource04,T10 Determine necessity to stop indication,2011/7/27 7:49:29,Resource04,General,8381,Internet
EMPTY,task-47964,Resource20,Confirmation of receipt,2011/11/24 15:28:53,Resource20,General,10598,Internet
Group 4,task-47965,Resource20,T02 Check confirmation of receipt,2011/11/24 15:30:33,Resource20,General,10598,Internet
Group 3,task-47967,Resource20,T04 Determine confirmation of receipt,2011/11/24 15:30:50,Resource20,General,10598,Internet
Group 2,task-47968,Resource20,T05 Print and send confirmation of receipt,2011/11/24 15:31:27,Resource20,General,10598,Internet
Group 1,task-47966,Resource20,T06 Determine necessity of stop advice,2011/11/24 15:31:57,Resource20,General,10598,Internet
Group 1,task-47969,Resource20,T10 Determine necessity to stop indication,2011/11/24 15:32:31,Resource20,General,10598,Internet
EMPTY,task-33771,Resource05,Confirmation of receipt,2011/8/3 7:03:38,Resource05,General,8815,Internet
Group 4,task-34999,Resource05,T02 Check confirmation of receipt,2011/8/3 7:16:51,Resource05,General,8815,Internet
Group 3,task-35002,Resource05,T04 Determine confirmation of receipt,2011/8/3 7:17:11,Resource05,General,8815,Internet
Group 2,task-35003,Resource05,T05 Print and send confirmation of receipt,2011/8/3 7:17:39,Resource05,General,8815,Internet
Group 1,task-35000,Resource05,T06 Determine necessity of stop advice,2011/8/3 7:17:57,Resource05,General,8815,Internet
Group 1,task-35004,Resource05,T10 Determine necessity to stop indication,2011/8/3 7:18:38,Resource05,General,8815,Internet
EMPTY,task-3344,Resource11,Confirmation of receipt,2010/12/15 10:14:57,Resource07,General,4680,Internet
Group 1,task-4446,Resource11,T06 Determine necessity of stop advice,2010/12/15 10:18:48,Resource07,General,4680,Internet
Group 1,task-4459,Resource11,T10 Determine necessity to stop indication,2010/12/15 10:19:09,Resource07,General,4680,Internet
EMPTY,task-4445,Resource19,T02 Check confirmation of receipt,2010/12/16 8:42:00,Resource07,General,4680,Internet
Group 3,task-4628,Resource10,T04 Determine confirmation of receipt,2010/12/16 9:11:57,Resource07,General,4680,Internet
Group 2,task-4643,admin1,T05 Print and send confirmation of receipt,2010/12/17 9:20:19,Resource07,General,4680,Internet
EMPTY,task-20605,Resource01,Confirmation of receipt,2011/4/19 7:10:58,Resource11,General,6996,Desk
Group 4,task-20980,Resource01,T02 Check confirmation of receipt,2011/4/19 7:11:16,Resource11,General,6996,Desk
Group 3,task-20983,Resource01,T04 Determine confirmation of receipt,2011/4/19 7:11:31,Resource11,General,6996,Desk
Group 2,task-20985,Resource01,T05 Print and send confirmation of receipt,2011/4/19 7:11:43,Resource11,General,6996,Desk
Group 1,task-20981,Resource01,T06 Determine necessity of stop advice,2011/4/19 7:12:15,Resource11,General,6996,Desk
Group 1,task-20988,Resource01,T10 Determine necessity to stop indication,2011/4/19 7:13:51,Resource11,General,6996,Desk
EMPTY,task-48182,Resource04,Confirmation of receipt,2011/11/30 12:54:34,Resource04,General,10593,Internet
Group 4,task-48607,Resource04,T02 Check confirmation of receipt,2011/11/30 12:54:57,Resource04,General,10593,Internet
Group 3,task-48609,Resource04,T04 Determine confirmation of receipt,2011/11/30 12:55:15,Resource04,General,10593,Internet
Group 2,task-48611,Resource04,T05 Print and send confirmation of receipt,2011/11/30 12:55:33,Resource04,General,10593,Internet
Group 1,task-48608,Resource04,T06 Determine necessity of stop advice,2011/11/30 12:55:50,Resource04,General,10593,Internet
Group 1,task-48613,Resource04,T10 Determine necessity to stop indication,2011/11/30 12:56:10,Resource04,General,10593,Internet
Group 1,task-34989,admin2,Confirmation of receipt,2011/8/15 7:04:12,Resource09,General,8932,Internet
Group 1,task-4645,Resource10,Confirmation of receipt,2010/12/17 9:21:46,Resource22,General,4807,Desk
Group 4,task-4790,Resource10,T02 Check confirmation of receipt,2010/12/17 9:27:56,Resource22,General,4807,Desk
Group 3,task-4818,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:35:37,Resource22,General,4807,Desk
EMPTY,task-4791,Resource22,T06 Determine necessity of stop advice,2010/12/27 8:39:54,Resource22,General,4807,Desk
Group 1,task-5817,Resource22,T10 Determine necessity to stop indication,2010/12/27 8:41:08,Resource22,General,4807,Desk
Group 2,task-4839,admin1,T05 Print and send confirmation of receipt,2010/12/30 12:07:07,Resource22,General,4807,Desk
Group 1,task-8085,Resource04,Confirmation of receipt,2011/1/17 12:52:36,Resource04,General,5297,Internet
Group 4,task-8635,Resource04,T02 Check confirmation of receipt,2011/1/17 12:52:51,Resource04,General,5297,Internet
Group 1,task-8636,Resource04,T06 Determine necessity of stop advice,2011/1/17 12:53:09,Resource04,General,5297,Internet
Group 1,task-8638,Resource04,T10 Determine necessity to stop indication,2011/1/17 12:53:38,Resource04,General,5297,Internet
Group 3,task-8637,Resource10,T04 Determine confirmation of receipt,2011/1/19 14:05:35,Resource04,General,5297,Internet
Group 2,task-8974,admin1,T05 Print and send confirmation of receipt,2011/1/24 10:48:29,Resource04,General,5297,Internet
EMPTY,task-33285,Resource04,Confirmation of receipt,2011/8/2 12:13:48,Resource04,General,8771,Internet
Group 4,task-34932,Resource04,T02 Check confirmation of receipt,2011/8/2 12:14:06,Resource04,General,8771,Internet
Group 3,task-34934,Resource04,T04 Determine confirmation of receipt,2011/8/2 12:14:31,Resource04,General,8771,Internet
Group 2,task-34936,Resource04,T05 Print and send confirmation of receipt,2011/8/2 12:14:48,Resource04,General,8771,Internet
Group 1,task-34933,Resource04,T06 Determine necessity of stop advice,2011/8/2 12:15:03,Resource04,General,8771,Internet
Group 1,task-34937,Resource04,T10 Determine necessity to stop indication,2011/8/2 12:15:23,Resource04,General,8771,Internet
Group 1,task-370,Resource11,Confirmation of receipt,2010/11/1 14:05:28,Resource07,General,4025,Post
Group 1,task-676,Resource11,T06 Determine necessity of stop advice,2010/11/1 14:05:48,Resource07,General,4025,Post
Group 1,task-677,Resource11,T10 Determine necessity to stop indication,2010/11/1 14:06:30,Resource07,General,4025,Post
Group 4,task-675,Resource11,T02 Check confirmation of receipt,2010/11/1 14:06:53,Resource07,General,4025,Post
Group 1,task-679,Resource07,T03 Adjust confirmation of receipt,2010/12/2 9:03:10,Resource07,General,4025,Post
Group 4,task-2615,Resource07,T02 Check confirmation of receipt,2010/12/2 9:03:48,Resource07,General,4025,Post
Group 3,task-2616,Resource07,T04 Determine confirmation of receipt,2010/12/2 9:04:10,Resource07,General,4025,Post
Group 2,task-2617,admin1,T05 Print and send confirmation of receipt,2010/12/2 9:10:13,Resource07,General,4025,Post
EMPTY,task-37060,Resource11,Confirmation of receipt,2011/9/1 5:24:32,Resource01,General,9212,Internet
Group 1,task-37746,Resource11,T06 Determine necessity of stop advice,2011/9/1 5:25:35,Resource01,General,9212,Internet
Group 4,task-37745,Resource11,T02 Check confirmation of receipt,2011/9/1 5:26:02,Resource01,General,9212,Internet
Group 3,task-37748,Resource11,T04 Determine confirmation of receipt,2011/9/1 5:26:29,Resource01,General,9212,Internet
Group 2,task-37749,Resource11,T05 Print and send confirmation of receipt,2011/9/1 5:26:54,Resource01,General,9212,Internet
Group 1,task-37747,Resource11,T10 Determine necessity to stop indication,2011/9/1 5:30:35,Resource01,General,9212,Internet
EMPTY,task-6540,Resource07,Confirmation of receipt,2011/1/4 15:33:33,Resource07,General,5091,Internet
EMPTY,task-6731,Resource19,T02 Check confirmation of receipt,2011/1/5 10:06:08,Resource07,General,5091,Internet
Group 3,task-6818,Resource10,T04 Determine confirmation of receipt,2011/1/5 11:34:27,Resource07,General,5091,Internet
EMPTY,task-6861,Resource07,T05 Print and send confirmation of receipt,2011/1/6 9:21:14,Resource07,General,5091,Internet
Group 1,task-6732,Resource07,T06 Determine necessity of stop advice,2011/1/6 9:21:29,Resource07,General,5091,Internet
Group 1,task-6965,Resource07,T10 Determine necessity to stop indication,2011/1/6 10:30:18,Resource07,General,5091,Internet
EMPTY,task-33238,Resource22,Confirmation of receipt,2011/10/11 6:56:02,Resource22,General,8754,Internet
Group 4,task-42705,Resource22,T02 Check confirmation of receipt,2011/10/11 6:56:39,Resource22,General,8754,Internet
Group 3,task-42707,Resource22,T04 Determine confirmation of receipt,2011/10/11 6:57:13,Resource22,General,8754,Internet
Group 2,task-42708,Resource22,T05 Print and send confirmation of receipt,2011/10/11 6:57:52,Resource22,General,8754,Internet
Group 1,task-42706,Resource22,T06 Determine necessity of stop advice,2011/10/11 6:58:47,Resource22,General,8754,Internet
Group 1,task-42711,Resource22,T10 Determine necessity to stop indication,2011/10/11 7:01:50,Resource22,General,8754,Internet
EMPTY,task-351,Resource11,Confirmation of receipt,2010/11/8 8:42:06,Resource01,General,4012,Internet
Group 1,task-1094,Resource11,T06 Determine necessity of stop advice,2010/11/8 8:42:24,Resource01,General,4012,Internet
Group 1,task-1095,Resource11,T10 Determine necessity to stop indication,2010/11/8 8:43:15,Resource01,General,4012,Internet
Group 4,task-1093,Resource10,T02 Check confirmation of receipt,2010/11/24 10:31:27,Resource01,General,4012,Internet
Group 3,task-1971,Resource11,T04 Determine confirmation of receipt,2010/11/29 13:50:55,Resource01,General,4012,Internet
EMPTY,task-2248,Resource11,T05 Print and send confirmation of receipt,2010/11/29 14:41:09,Resource01,General,4012,Internet
Group 1,task-300,Resource06,Confirmation of receipt,2010/11/25 7:59:33,Resource06,General,3983,Internet
EMPTY,task-2018,Resource04,T02 Check confirmation of receipt,2010/11/25 8:01:57,Resource06,General,3983,Internet
Group 1,task-2022,Resource06,T03 Adjust confirmation of receipt,2010/11/25 8:07:20,Resource06,General,3983,Internet
Group 4,task-2024,Resource06,T02 Check confirmation of receipt,2010/11/25 8:07:47,Resource06,General,3983,Internet
Group 3,task-2025,Resource06,T04 Determine confirmation of receipt,2010/11/25 8:08:10,Resource06,General,3983,Internet
Group 1,task-2019,Resource06,T06 Determine necessity of stop advice,2010/11/25 8:08:36,Resource06,General,3983,Internet
Group 1,task-2027,Resource06,T10 Determine necessity to stop indication,2010/11/25 8:08:59,Resource06,General,3983,Internet
Group 2,task-2026,admin1,T05 Print and send confirmation of receipt,2010/11/30 8:31:08,Resource06,General,3983,Internet
EMPTY,task-41932,Resource16,Confirmation of receipt,2011/10/12 13:13:15,Resource11,General,9946,Internet
Group 4,task-43161,Resource16,T02 Check confirmation of receipt,2011/10/12 13:17:26,Resource11,General,9946,Internet
Group 3,task-43165,Resource16,T04 Determine confirmation of receipt,2011/10/12 13:17:45,Resource11,General,9946,Internet
Group 2,task-43166,Resource16,T05 Print and send confirmation of receipt,2011/10/12 13:18:01,Resource11,General,9946,Internet
Group 1,task-43162,Resource16,T06 Determine necessity of stop advice,2011/10/12 13:18:19,Resource11,General,9946,Internet
Group 1,task-43168,Resource16,T10 Determine necessity to stop indication,2011/10/12 13:18:44,Resource11,General,9946,Internet
EMPTY,task-7842,admin2,Confirmation of receipt,2011/1/13 11:35:16,Resource26,General,5268,Internet
EMPTY,task-19975,Resource01,Confirmation of receipt,2011/4/28 13:16:03,Resource01,General,6948,Internet
Group 4,task-22689,Resource01,T02 Check confirmation of receipt,2011/4/28 13:16:19,Resource01,General,6948,Internet
Group 3,task-22691,Resource01,T04 Determine confirmation of receipt,2011/4/28 13:16:32,Resource01,General,6948,Internet
Group 2,task-22692,Resource01,T05 Print and send confirmation of receipt,2011/4/28 13:18:02,Resource01,General,6948,Internet
Group 1,task-22690,Resource07,T06 Determine necessity of stop advice,2011/5/3 10:03:51,Resource01,General,6948,Internet
Group 1,task-23446,Resource01,T10 Determine necessity to stop indication,2011/5/12 11:31:32,Resource01,General,6948,Internet
Group 1,task-24705,Resource01,T11 Create document X request unlicensed,2011/5/12 11:46:33,Resource01,General,6948,Internet
Group 4,task-24706,Resource01,T12 Check document X request unlicensed,2011/5/12 11:46:57,Resource01,General,6948,Internet
EMPTY,task-24707,Resource19,T14 Determine document X request unlicensed,2011/5/19 8:35:15,Resource01,General,6948,Internet
Group 2,task-25634,Resource01,T15 Print document X request unlicensed,2011/5/19 9:46:19,Resource01,General,6948,Internet
EMPTY,task-23005,Resource02,Confirmation of receipt,2011/5/9 7:47:22,Resource02,General,7311,Internet
Group 4,task-23897,Resource02,T02 Check confirmation of receipt,2011/5/9 7:47:44,Resource02,General,7311,Internet
Group 3,task-23899,Resource02,T04 Determine confirmation of receipt,2011/5/9 7:48:05,Resource02,General,7311,Internet
Group 2,task-23900,Resource02,T05 Print and send confirmation of receipt,2011/5/9 7:48:21,Resource02,General,7311,Internet
Group 1,task-23898,Resource02,T06 Determine necessity of stop advice,2011/5/9 10:06:00,Resource02,General,7311,Internet
Group 1,task-23960,Resource02,T10 Determine necessity to stop indication,2011/5/9 10:06:20,Resource02,General,7311,Internet
EMPTY,task-18294,Resource13,Confirmation of receipt,2011/4/11 9:21:14,Resource13,General,6748,Internet
EMPTY,task-19817,Resource13,T02 Check confirmation of receipt,2011/4/11 9:22:02,Resource13,General,6748,Internet
Group 1,task-19818,Resource13,T06 Determine necessity of stop advice,2011/4/11 10:03:42,Resource13,General,6748,Internet
Group 1,task-19848,Resource13,T10 Determine necessity to stop indication,2011/4/11 10:04:02,Resource13,General,6748,Internet
Group 3,task-19819,Resource10,T04 Determine confirmation of receipt,2011/4/12 6:25:41,Resource13,General,6748,Internet
Group 2,task-19947,admin1,T05 Print and send confirmation of receipt,2011/4/12 13:47:09,Resource13,General,6748,Internet
EMPTY,task-27197,Resource01,Confirmation of receipt,2011/6/16 6:29:11,Resource01,General,7817,Internet
EMPTY,task-28737,Resource01,T02 Check confirmation of receipt,2011/6/21 7:24:39,Resource01,General,7817,Internet
Group 3,task-29259,Resource01,T04 Determine confirmation of receipt,2011/6/21 7:25:30,Resource01,General,7817,Internet
Group 2,task-29260,Resource01,T05 Print and send confirmation of receipt,2011/6/21 7:25:46,Resource01,General,7817,Internet
Group 1,task-28738,Resource01,T06 Determine necessity of stop advice,2011/6/21 7:26:06,Resource01,General,7817,Internet
Group 1,task-29261,Resource01,T10 Determine necessity to stop indication,2011/6/22 8:17:23,Resource01,General,7817,Internet
Group 1,task-29445,Resource01,T11 Create document X request unlicensed,2011/6/28 7:22:57,Resource01,General,7817,Internet
Group 4,task-29920,Resource01,T12 Check document X request unlicensed,2011/6/28 7:23:47,Resource01,General,7817,Internet
EMPTY,task-29923,Resource19,T14 Determine document X request unlicensed,2011/7/1 14:09:31,Resource01,General,7817,Internet
Group 2,task-30638,Resource01,T15 Print document X request unlicensed,2011/7/7 7:39:24,Resource01,General,7817,Internet
EMPTY,task-5410,Resource02,Confirmation of receipt,2011/1/17 10:08:48,Resource02,General,4922,Post
EMPTY,task-8559,Resource02,T02 Check confirmation of receipt,2011/1/17 10:09:51,Resource02,General,4922,Post
Group 3,task-8561,Resource10,T04 Determine confirmation of receipt,2011/1/17 10:58:21,Resource02,General,4922,Post
Group 1,task-8560,Resource02,T06 Determine necessity of stop advice,2011/1/18 7:41:59,Resource02,General,4922,Post
Group 1,task-8703,Resource02,T10 Determine necessity to stop indication,2011/1/18 7:42:17,Resource02,General,4922,Post
Group 2,task-8585,admin1,T05 Print and send confirmation of receipt,2011/1/18 9:12:56,Resource02,General,4922,Post
EMPTY,task-46071,Resource14,Confirmation of receipt,2011/11/17 13:30:18,Resource14,General,10375,Internet
Group 4,task-46992,Resource14,T02 Check confirmation of receipt,2011/11/17 13:48:22,Resource14,General,10375,Internet
Group 3,task-47000,Resource14,T04 Determine confirmation of receipt,2011/11/17 13:49:25,Resource14,General,10375,Internet
Group 2,task-47001,Resource14,T05 Print and send confirmation of receipt,2011/11/17 13:49:45,Resource14,General,10375,Internet
Group 1,task-46993,Resource14,T06 Determine necessity of stop advice,2011/11/17 14:23:53,Resource14,General,10375,Internet
Group 1,task-47031,Resource14,T10 Determine necessity to stop indication,2011/11/17 14:24:32,Resource14,General,10375,Internet
EMPTY,task-52561,Resource23,Confirmation of receipt,2012/1/23 9:41:13,Resource23,General,11481,Internet
Group 4,task-53400,Resource23,T02 Check confirmation of receipt,2012/1/23 9:45:16,Resource23,General,11481,Internet
Group 3,task-53402,Resource23,T04 Determine confirmation of receipt,2012/1/23 9:45:51,Resource23,General,11481,Internet
Group 2,task-53403,Resource23,T05 Print and send confirmation of receipt,2012/1/23 9:46:18,Resource23,General,11481,Internet
EMPTY,task-40024,Resource21,Confirmation of receipt,2011/9/30 9:21:14,Resource11,General,9722,Internet
Group 1,task-40992,Resource21,T06 Determine necessity of stop advice,2011/9/30 9:22:00,Resource11,General,9722,Internet
Group 1,task-40993,Resource21,T10 Determine necessity to stop indication,2011/9/30 9:22:25,Resource11,General,9722,Internet
Group 4,task-40991,Resource21,T02 Check confirmation of receipt,2011/9/30 9:23:08,Resource11,General,9722,Internet
Group 3,task-40995,Resource21,T04 Determine confirmation of receipt,2011/9/30 9:23:40,Resource11,General,9722,Internet
Group 2,task-40996,Resource21,T05 Print and send confirmation of receipt,2011/9/30 9:24:10,Resource11,General,9722,Internet
Group 1,task-4186,Resource10,Confirmation of receipt,2010/12/17 9:15:36,Resource17,General,4767,Internet
Group 4,task-4763,Resource10,T02 Check confirmation of receipt,2010/12/17 9:25:50,Resource17,General,4767,Internet
Group 3,task-4811,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:37:19,Resource17,General,4767,Internet
EMPTY,task-4764,Resource17,T06 Determine necessity of stop advice,2010/12/20 10:20:29,Resource17,General,4767,Internet
Group 1,task-5044,Resource17,T10 Determine necessity to stop indication,2010/12/20 10:20:45,Resource17,General,4767,Internet
Group 2,task-4844,Resource17,T05 Print and send confirmation of receipt,2010/12/20 12:35:45,Resource17,General,4767,Internet
Group 1,task-31346,Resource27,Confirmation of receipt,2011/7/7 12:54:50,Resource13,General,8448,Internet
EMPTY,task-31349,Resource13,T02 Check confirmation of receipt,2011/7/28 14:11:42,Resource13,General,8448,Internet
EMPTY,task-34257,Resource13,T04 Determine confirmation of receipt,2011/7/28 14:12:16,Resource13,General,8448,Internet
EMPTY,task-34258,Resource13,T05 Print and send confirmation of receipt,2011/7/28 14:12:52,Resource13,General,8448,Internet
EMPTY,task-31350,Resource13,T06 Determine necessity of stop advice,2011/7/28 14:13:26,Resource13,General,8448,Internet
Group 1,task-34259,Resource13,T10 Determine necessity to stop indication,2011/7/28 14:13:46,Resource13,General,8448,Internet
Group 1,task-49448,Resource14,Confirmation of receipt,2012/1/12 14:13:12,Resource14,General,10788,Internet
Group 4,task-52177,Resource14,T02 Check confirmation of receipt,2012/1/12 14:13:57,Resource14,General,10788,Internet
Group 3,task-52179,Resource14,T04 Determine confirmation of receipt,2012/1/12 14:14:34,Resource14,General,10788,Internet
Group 2,task-52180,Resource14,T05 Print and send confirmation of receipt,2012/1/12 14:16:02,Resource14,General,10788,Internet
Group 1,task-52178,Resource14,T06 Determine necessity of stop advice,2012/1/12 14:17:05,Resource14,General,10788,Internet
Group 1,task-52181,Resource14,T10 Determine necessity to stop indication,2012/1/12 14:18:11,Resource14,General,10788,Internet
Group 1,task-16643,Resource04,Confirmation of receipt,2011/3/18 10:02:02,Resource04,General,6517,Internet
Group 4,task-16769,Resource04,T02 Check confirmation of receipt,2011/3/18 10:02:32,Resource04,General,6517,Internet
Group 3,task-16771,Resource04,T04 Determine confirmation of receipt,2011/3/18 10:02:43,Resource04,General,6517,Internet
Group 2,task-16772,Resource04,T05 Print and send confirmation of receipt,2011/3/18 10:02:57,Resource04,General,6517,Internet
Group 1,task-16770,Resource04,T06 Determine necessity of stop advice,2011/3/18 10:03:07,Resource04,General,6517,Internet
Group 1,task-16773,Resource04,T10 Determine necessity to stop indication,2011/3/18 10:03:25,Resource04,General,6517,Internet
EMPTY,task-8119,Resource08,Confirmation of receipt,2011/1/14 13:16:02,Resource08,General,5299,Internet
Group 4,task-8414,Resource08,T02 Check confirmation of receipt,2011/1/14 13:16:35,Resource08,General,5299,Internet
Group 1,task-8415,Resource08,T06 Determine necessity of stop advice,2011/1/14 13:16:52,Resource08,General,5299,Internet
Group 3,task-8416,Resource08,T04 Determine confirmation of receipt,2011/1/14 13:18:46,Resource08,General,5299,Internet
Group 2,task-8418,admin1,T05 Print and send confirmation of receipt,2011/1/18 8:31:34,Resource08,General,5299,Internet
Group 1,task-8417,Resource08,T10 Determine necessity to stop indication,2011/1/31 10:30:46,Resource08,General,5299,Internet
Group 1,task-40342,Resource03,Confirmation of receipt,2011/9/30 14:07:41,Resource11,General,9751,Internet
Group 4,task-41130,Resource03,T02 Check confirmation of receipt,2011/9/30 14:08:03,Resource11,General,9751,Internet
Group 3,task-41132,Resource03,T04 Determine confirmation of receipt,2011/9/30 14:08:20,Resource11,General,9751,Internet
Group 2,task-41133,Resource03,T05 Print and send confirmation of receipt,2011/9/30 14:08:36,Resource11,General,9751,Internet
Group 1,task-41131,Resource03,T06 Determine necessity of stop advice,2011/9/30 14:08:51,Resource11,General,9751,Internet
Group 1,task-41134,Resource03,T10 Determine necessity to stop indication,2011/9/30 14:09:28,Resource11,General,9751,Internet
EMPTY,task-49914,Resource20,Confirmation of receipt,2012/1/6 16:01:11,Resource20,General,10855,Internet
Group 4,task-51538,Resource20,T02 Check confirmation of receipt,2012/1/6 16:01:39,Resource20,General,10855,Internet
Group 3,task-51540,Resource20,T04 Determine confirmation of receipt,2012/1/6 16:02:16,Resource20,General,10855,Internet
Group 2,task-51541,Resource20,T05 Print and send confirmation of receipt,2012/1/6 16:02:45,Resource20,General,10855,Internet
Group 1,task-51539,Resource20,T06 Determine necessity of stop advice,2012/1/9 8:13:55,Resource20,General,10855,Internet
