group,instance,resource,activity,timestamp,responsible,department,case,channel
EMPTY,task-1698,Resource04,T02 Check confirmation of receipt,2010/11/19 13:02:07,Resource17,General,4274,Internet
EMPTY,task-1723,Resource10,T04 Determine confirmation of receipt,2010/11/24 10:23:04,Resource17,General,4274,Internet
Group 2,task-1970,admin1,T05 Print and send confirmation of receipt,2010/11/30 8:29:49,Resource17,General,4274,Internet
EMPTY,task-47481,Resource08,Confirmation of receipt,2011/11/24 10:39:47,Resource08,General,10541,Internet
Group 4,task-47802,Resource08,T02 Check confirmation of receipt,2011/11/24 10:46:52,Resource08,General,10541,Internet
EMPTY,task-47807,Resource08,T04 Determine confirmation of receipt,2011/11/24 10:48:07,Resource08,General,10541,Internet
Group 2,task-47808,Resource08,T05 Print and send confirmation of receipt,2011/11/24 10:48:40,Resource08,General,10541,Internet
Group 1,task-47803,Resource08,T06 Determine necessity of stop advice,2011/11/24 10:53:16,Resource08,General,10541,Internet
Group 1,task-47810,Resource08,T10 Determine necessity to stop indication,2011/11/24 11:10:33,Resource08,General,10541,Internet
Group 1,task-36409,Resource02,Confirmation of receipt,2011/8/16 12:19:22,Resource02,General,9067,Internet
Group 1,task-36546,Resource02,T06 Determine necessity of stop advice,2011/8/16 12:23:14,Resource02,General,9067,Internet
Group 4,task-36545,Resource02,T02 Check confirmation of receipt,2011/8/16 12:24:11,Resource02,General,9067,Internet
Group 3,task-36548,Resource02,T04 Determine confirmation of receipt,2011/8/16 12:24:29,Resource02,General,9067,Internet
Group 2,task-36549,Resource02,T05 Print and send confirmation of receipt,2011/8/16 12:24:57,Resource02,General,9067,Internet
Group 1,task-36547,Resource02,T10 Determine necessity to stop indication,2011/8/16 12:25:50,Resource02,General,9067,Internet
EMPTY,task-1968,Resource02,Confirmation of receipt,2010/12/3 12:53:38,Resource02,General,4533,Internet
EMPTY,task-2728,Resource04,T02 Check confirmation of receipt,2010/12/3 12:58:47,Resource02,General,4533,Internet
Group 3,task-2734,Resource10,T04 Determine confirmation of receipt,2010/12/3 13:47:50,Resource02,General,4533,Internet
Group 2,task-2751,admin1,T05 Print and send confirmation of receipt,2010/12/6 13:22:15,Resource02,General,4533,Internet
Group 1,task-2729,Resource02,T06 Determine necessity of stop advice,2010/12/16 10:18:59,Resource02,General,4533,Internet
Group 1,task-4657,Resource02,T10 Determine necessity to stop indication,2010/12/16 10:19:21,Resource02,General,4533,Internet
Group 1,task-51720,Resource27,Confirmation of receipt,2012/1/12 10:11:28,Resource40,General,11399,Internet
Group 1,task-52050,Resource11,T06 Determine necessity of stop advice,2012/1/12 10:18:09,Resource40,General,11399,Internet
Group 4,task-52049,Resource11,T02 Check confirmation of receipt,2012/1/12 10:18:48,Resource40,General,11399,Internet
EMPTY,task-52053,Resource11,T04 Determine confirmation of receipt,2012/1/12 10:19:41,Resource40,General,11399,Internet
Group 2,task-52054,Resource11,T05 Print and send confirmation of receipt,2012/1/12 10:20:21,Resource40,General,11399,Internet
Group 1,task-52052,Resource11,T10 Determine necessity to stop indication,2012/1/12 10:21:00,Resource40,General,11399,Internet
Group 1,task-52056,Resource11,T16 Report reasons to hold request,2012/1/12 10:25:34,Resource40,General,11399,Internet
Group 4,task-52058,Resource11,T17 Check report Y to stop indication,2012/1/12 10:26:16,Resource40,General,11399,Internet
Group 3,task-52059,Resource11,T19 Determine report Y to stop indication,2012/1/12 10:26:55,Resource40,General,11399,Internet
Group 2,task-52060,Resource11,T20 Print report Y to stop indication,2012/1/12 10:27:40,Resource40,General,11399,Internet
EMPTY,task-49958,admin2,Confirmation of receipt,2011/12/15 10:53:13,admin3,Customer contact,10862,Internet
EMPTY,task-30617,Resource05,Confirmation of receipt,2011/7/5 11:13:14,Resource05,General,8363,Internet
Group 4,task-31059,Resource05,T02 Check confirmation of receipt,2011/7/5 11:13:48,Resource05,General,8363,Internet
Group 3,task-31061,Resource05,T04 Determine confirmation of receipt,2011/7/5 11:46:54,Resource05,General,8363,Internet
Group 1,task-31060,Resource05,T06 Determine necessity of stop advice,2011/7/5 12:23:01,Resource05,General,8363,Internet
Group 1,task-31104,Resource05,T10 Determine necessity to stop indication,2011/7/5 12:23:48,Resource05,General,8363,Internet
Group 2,task-31083,Resource05,T05 Print and send confirmation of receipt,2011/7/5 12:24:42,Resource05,General,8363,Internet
EMPTY,task-6354,Resource07,Confirmation of receipt,2011/1/4 15:56:51,Resource07,General,5040,Internet
EMPTY,task-6756,Resource19,T02 Check confirmation of receipt,2011/1/5 10:11:35,Resource07,General,5040,Internet
Group 3,task-6823,Resource10,T04 Determine confirmation of receipt,2011/1/5 11:38:55,Resource07,General,5040,Internet
EMPTY,task-6865,Resource07,T05 Print and send confirmation of receipt,2011/1/6 9:17:12,Resource07,General,5040,Internet
Group 1,task-6757,Resource07,T06 Determine necessity of stop advice,2011/1/6 9:17:29,Resource07,General,5040,Internet
Group 1,task-6963,Resource07,T10 Determine necessity to stop indication,2011/1/6 10:01:13,Resource07,General,5040,Internet
EMPTY,task-2161,Resource01,Confirmation of receipt,2010/12/15 7:50:40,Resource01,General,4560,Internet
Group 4,task-4322,Resource01,T02 Check confirmation of receipt,2010/12/15 7:50:57,Resource01,General,4560,Internet
Group 1,task-4323,Resource01,T06 Determine necessity of stop advice,2010/12/15 7:54:28,Resource01,General,4560,Internet
Group 1,task-4325,Resource01,T10 Determine necessity to stop indication,2010/12/15 7:54:45,Resource01,General,4560,Internet
EMPTY,task-4324,Resource19,T04 Determine confirmation of receipt,2010/12/15 10:04:01,Resource01,General,4560,Internet
Group 2,task-4436,admin1,T05 Print and send confirmation of receipt,2010/12/15 13:16:01,Resource01,General,4560,Internet
Group 1,task-20566,Resource15,Confirmation of receipt,2011/4/18 7:52:36,Resource15,General,6987,Internet
Group 4,task-20734,Resource15,T02 Check confirmation of receipt,2011/4/18 7:52:59,Resource15,General,6987,Internet
Group 3,task-20736,Resource15,T04 Determine confirmation of receipt,2011/4/18 7:53:11,Resource15,General,6987,Internet
Group 1,task-20735,Resource15,T06 Determine necessity of stop advice,2011/4/18 7:53:24,Resource15,General,6987,Internet
Group 1,task-20738,Resource15,T10 Determine necessity to stop indication,2011/4/18 7:53:41,Resource15,General,6987,Internet
Group 2,task-20737,admin1,T05 Print and send confirmation of receipt,2011/4/18 13:25:21,Resource15,General,6987,Internet
Group 1,task-304,Resource08,Confirmation of receipt,2010/10/26 8:47:33,Resource08,Experts,3987,Internet
Group 1,task-498,Resource08,T06 Determine necessity of stop advice,2010/10/26 10:23:25,Resource08,Experts,3987,Internet
Group 1,task-504,Resource08,T10 Determine necessity to stop indication,2010/10/26 10:27:18,Resource08,Experts,3987,Internet
EMPTY,task-497,Resource19,T02 Check confirmation of receipt,2010/10/26 13:52:17,Resource08,Experts,3987,Internet
EMPTY,task-514,Resource19,T04 Determine confirmation of receipt,2010/10/28 9:46:01,Resource08,Experts,3987,Internet
Group 2,task-545,Resource20,T05 Print and send confirmation of receipt,2010/10/28 11:46:25,Resource08,Experts,3987,Internet
EMPTY,task-23956,Resource06,Confirmation of receipt,2011/5/12 13:06:03,Resource06,General,7421,Desk
Group 1,task-24771,Resource06,T06 Determine necessity of stop advice,2011/5/12 13:10:29,Resource06,General,7421,Desk
Group 4,task-24770,Resource06,T02 Check confirmation of receipt,2011/5/12 13:10:46,Resource06,General,7421,Desk
Group 3,task-24780,Resource06,T04 Determine confirmation of receipt,2011/5/12 13:11:02,Resource06,General,7421,Desk
Group 2,task-24782,Resource06,T05 Print and send confirmation of receipt,2011/5/12 13:11:16,Resource06,General,7421,Desk
Group 1,task-24779,Resource06,T10 Determine necessity to stop indication,2011/5/12 13:11:34,Resource06,General,7421,Desk
EMPTY,task-7208,admin2,Confirmation of receipt,2011/1/11 7:39:14,Resource01,General,5187,Internet
EMPTY,task-15658,Resource04,Confirmation of receipt,2011/3/15 15:56:23,Resource04,General,6366,Internet
Group 4,task-16251,Resource04,T02 Check confirmation of receipt,2011/3/15 15:56:38,Resource04,General,6366,Internet
Group 3,task-16253,Resource04,T04 Determine confirmation of receipt,2011/3/15 15:56:48,Resource04,General,6366,Internet
Group 2,task-16254,Resource04,T05 Print and send confirmation of receipt,2011/3/15 15:56:59,Resource04,General,6366,Internet
Group 1,task-16252,Resource04,T06 Determine necessity of stop advice,2011/3/15 15:57:08,Resource04,General,6366,Internet
Group 1,task-16255,Resource04,T10 Determine necessity to stop indication,2011/3/15 15:57:19,Resource04,General,6366,Internet
EMPTY,task-48829,Resource09,Confirmation of receipt,2011/12/15 13:42:53,Resource09,General,10583,Internet
Group 4,task-50035,Resource09,T02 Check confirmation of receipt,2011/12/15 13:45:08,Resource09,General,10583,Internet
Group 3,task-50037,Resource09,T04 Determine confirmation of receipt,2011/12/15 13:45:47,Resource09,General,10583,Internet
Group 2,task-50038,Resource09,T05 Print and send confirmation of receipt,2011/12/15 13:46:19,Resource09,General,10583,Internet
Group 1,task-50036,Resource09,T06 Determine necessity of stop advice,2011/12/15 13:46:49,Resource09,General,10583,Internet
Group 1,task-50039,Resource09,T10 Determine necessity to stop indication,2011/12/15 13:47:47,Resource09,General,10583,Internet
EMPTY,task-7026,Resource01,Confirmation of receipt,2011/1/7 8:14:51,Resource01,General,5167,Internet
Group 4,task-7163,Resource01,T02 Check confirmation of receipt,2011/1/7 8:15:06,Resource01,General,5167,Internet
Group 1,task-7164,Resource01,T06 Determine necessity of stop advice,2011/1/7 8:15:30,Resource01,General,5167,Internet
Group 1,task-7166,Resource01,T10 Determine necessity to stop indication,2011/1/7 8:15:56,Resource01,General,5167,Internet
EMPTY,task-7165,Resource19,T04 Determine confirmation of receipt,2011/1/7 10:38:15,Resource01,General,5167,Internet
Group 2,task-7227,Resource07,T05 Print and send confirmation of receipt,2011/1/7 14:38:36,Resource01,General,5167,Internet
Group 1,task-44093,admin2,Confirmation of receipt,2011/10/21 8:07:16,admin3,Customer contact,10139,Internet
EMPTY,task-37299,Resource09,Confirmation of receipt,2011/10/17 13:08:22,admin1,General,9271,Internet
Group 4,task-43484,Resource09,T02 Check confirmation of receipt,2011/10/17 13:08:57,admin1,General,9271,Internet
Group 1,task-43485,Resource09,T06 Determine necessity of stop advice,2011/10/17 13:09:31,admin1,General,9271,Internet
Group 3,task-43486,Resource09,T04 Determine confirmation of receipt,2011/10/17 13:09:57,admin1,General,9271,Internet
Group 1,task-43487,Resource09,T10 Determine necessity to stop indication,2011/10/17 13:11:09,admin1,General,9271,Internet
Group 2,task-43488,Resource09,T05 Print and send confirmation of receipt,2011/10/17 13:19:11,admin1,General,9271,Internet
Group 1,task-25180,Resource04,Confirmation of receipt,2011/5/19 9:55:24,Resource04,General,7541,Desk
Group 1,task-25683,Resource04,T06 Determine necessity of stop advice,2011/5/19 9:55:39,Resource04,General,7541,Desk
Group 4,task-25682,Resource04,T02 Check confirmation of receipt,2011/5/19 9:55:51,Resource04,General,7541,Desk
Group 3,task-25685,Resource04,T04 Determine confirmation of receipt,2011/5/19 9:56:03,Resource04,General,7541,Desk
Group 2,task-25686,Resource04,T05 Print and send confirmation of receipt,2011/5/19 9:56:14,Resource04,General,7541,Desk
Group 1,task-25684,Resource04,T10 Determine necessity to stop indication,2011/5/19 9:56:26,Resource04,General,7541,Desk
EMPTY,task-20662,Resource02,Confirmation of receipt,2011/4/20 7:56:02,Resource02,General,7012,Desk
Group 4,task-21296,Resource02,T02 Check confirmation of receipt,2011/4/20 7:56:26,Resource02,General,7012,Desk
Group 3,task-21298,Resource02,T04 Determine confirmation of receipt,2011/4/20 7:58:33,Resource02,General,7012,Desk
Group 2,task-21300,Resource02,T05 Print and send confirmation of receipt,2011/4/20 7:58:50,Resource02,General,7012,Desk
Group 1,task-21297,Resource02,T06 Determine necessity of stop advice,2011/4/20 8:03:16,Resource02,General,7012,Desk
Group 1,task-21304,Resource02,T10 Determine necessity to stop indication,2011/4/20 8:03:38,Resource02,General,7012,Desk
EMPTY,task-4961,Resource07,Confirmation of receipt,2010/12/20 16:02:47,Resource11,General,4834,Internet
EMPTY,task-5214,Resource19,T02 Check confirmation of receipt,2010/12/22 8:52:52,Resource11,General,4834,Internet
Group 3,task-5389,Resource10,T04 Determine confirmation of receipt,2010/12/22 9:50:09,Resource11,General,4834,Internet
Group 2,task-5423,admin1,T05 Print and send confirmation of receipt,2010/12/24 8:59:18,Resource11,General,4834,Internet
Group 1,task-5215,Resource11,T06 Determine necessity of stop advice,2010/12/28 6:46:32,Resource11,General,4834,Internet
Group 1,task-5941,Resource11,T10 Determine necessity to stop indication,2010/12/28 6:48:12,Resource11,General,4834,Internet
Group 1,task-43844,Resource21,Confirmation of receipt,2011/10/19 7:56:55,Resource21,General,10071,Internet
Group 4,task-43846,Resource21,T02 Check confirmation of receipt,2011/10/19 7:57:40,Resource21,General,10071,Internet
Group 3,task-43848,Resource21,T04 Determine confirmation of receipt,2011/10/19 7:58:15,Resource21,General,10071,Internet
Group 2,task-43849,Resource21,T05 Print and send confirmation of receipt,2011/10/19 7:58:36,Resource21,General,10071,Internet
Group 1,task-43847,Resource21,T06 Determine necessity of stop advice,2011/10/19 7:58:54,Resource21,General,10071,Internet
Group 1,task-43850,Resource21,T10 Determine necessity to stop indication,2011/10/20 12:06:59,Resource21,General,10071,Internet
Group 1,task-44022,Resource21,T11 Create document X request unlicensed,2012/1/18 8:48:34,Resource21,General,10071,Internet
Group 4,task-53047,Resource21,T12 Check document X request unlicensed,2012/1/18 8:49:09,Resource21,General,10071,Internet
Group 3,task-53049,Resource21,T14 Determine document X request unlicensed,2012/1/18 8:49:45,Resource21,General,10071,Internet
Group 2,task-53051,Resource21,T15 Print document X request unlicensed,2012/1/18 8:50:58,Resource21,General,10071,Internet
Group 1,task-32317,Resource27,Confirmation of receipt,2011/7/18 10:01:13,Resource06,General,8646,Internet
EMPTY,task-32319,Resource06,T02 Check confirmation of receipt,2011/8/31 8:12:17,Resource06,General,8646,Internet
Group 3,task-37595,Resource06,T04 Determine confirmation of receipt,2011/8/31 8:12:33,Resource06,General,8646,Internet
Group 2,task-37596,Resource06,T05 Print and send confirmation of receipt,2011/8/31 8:12:49,Resource06,General,8646,Internet
Group 1,task-32320,Resource06,T06 Determine necessity of stop advice,2011/8/31 8:13:32,Resource06,General,8646,Internet
Group 1,task-37597,Resource06,T10 Determine necessity to stop indication,2011/8/31 8:14:25,Resource06,General,8646,Internet
EMPTY,task-44928,Resource03,Confirmation of receipt,2011/11/8 8:00:31,Resource11,General,10220,Internet
Group 4,task-45705,Resource03,T02 Check confirmation of receipt,2011/11/8 8:01:20,Resource11,General,10220,Internet
Group 3,task-45707,Resource03,T04 Determine confirmation of receipt,2011/11/8 8:01:39,Resource11,General,10220,Internet
Group 2,task-45708,Resource03,T05 Print and send confirmation of receipt,2011/11/8 8:01:56,Resource11,General,10220,Internet
Group 1,task-45706,Resource03,T06 Determine necessity of stop advice,2011/11/8 8:02:13,Resource11,General,10220,Internet
Group 1,task-45709,Resource03,T10 Determine necessity to stop indication,2011/11/8 8:02:43,Resource11,General,10220,Internet
EMPTY,task-48203,Resource01,Confirmation of receipt,2011/12/21 9:20:20,Resource11,General,10600,Internet
EMPTY,task-50412,Resource01,T02 Check confirmation of receipt,2011/12/21 9:46:42,Resource11,General,10600,Internet
Group 3,task-50436,Resource01,T04 Determine confirmation of receipt,2011/12/21 9:47:24,Resource11,General,10600,Internet
Group 2,task-50438,Resource01,T05 Print and send confirmation of receipt,2011/12/21 9:48:12,Resource11,General,10600,Internet
Group 1,task-50413,Resource01,T06 Determine necessity of stop advice,2011/12/21 9:48:37,Resource11,General,10600,Internet
Group 1,task-50439,Resource01,T10 Determine necessity to stop indication,2011/12/21 9:50:37,Resource11,General,10600,Internet
EMPTY,task-6681,Resource17,Confirmation of receipt,2011/1/20 17:14:09,Resource17,General,5113,Desk
EMPTY,task-9127,Resource17,T02 Check confirmation of receipt,2011/1/20 17:15:16,Resource17,General,5113,Desk
Group 1,task-9128,Resource17,T06 Determine necessity of stop advice,2011/1/20 17:15:29,Resource17,General,5113,Desk
Group 1,task-9130,Resource17,T10 Determine necessity to stop indication,2011/1/20 17:15:55,Resource17,General,5113,Desk
Group 3,task-9129,Resource10,T04 Determine confirmation of receipt,2011/1/21 8:05:43,Resource17,General,5113,Desk
Group 2,task-9172,admin1,T05 Print and send confirmation of receipt,2011/1/24 11:08:26,Resource17,General,5113,Desk
Group 1,task-28466,Resource07,Confirmation of receipt,2011/7/5 6:56:27,Resource11,General,8015,Internet
Group 4,task-30894,Resource07,T02 Check confirmation of receipt,2011/7/5 6:57:30,Resource11,General,8015,Internet
Group 3,task-30896,Resource07,T04 Determine confirmation of receipt,2011/7/5 6:58:03,Resource11,General,8015,Internet
Group 2,task-30897,Resource07,T05 Print and send confirmation of receipt,2011/7/5 6:58:27,Resource11,General,8015,Internet
Group 1,task-30895,Resource07,T06 Determine necessity of stop advice,2011/7/5 6:59:30,Resource11,General,8015,Internet
Group 1,task-30898,Resource07,T10 Determine necessity to stop indication,2011/7/5 7:00:23,Resource11,General,8015,Internet
EMPTY,task-38221,Resource03,Confirmation of receipt,2011/9/20 13:37:28,Resource11,General,9414,Internet
Group 4,task-39610,Resource03,T02 Check confirmation of receipt,2011/9/20 13:37:57,Resource11,General,9414,Internet
Group 1,task-39611,Resource03,T06 Determine necessity of stop advice,2011/9/20 13:40:19,Resource11,General,9414,Internet
Group 1,task-39616,Resource03,T10 Determine necessity to stop indication,2011/9/20 13:41:23,Resource11,General,9414,Internet
EMPTY,task-39612,Resource03,T04 Determine confirmation of receipt,2011/9/21 12:05:26,Resource11,General,9414,Internet
Group 2,task-39796,Resource03,T05 Print and send confirmation of receipt,2011/9/21 12:05:40,Resource11,General,9414,Internet
EMPTY,task-6866,Resource15,Confirmation of receipt,2011/1/11 13:41:27,Resource15,General,5145,Internet
Group 1,task-7752,Resource15,T06 Determine necessity of stop advice,2011/1/11 13:42:07,Resource15,General,5145,Internet
Group 1,task-7753,Resource15,T10 Determine necessity to stop indication,2011/1/11 13:43:57,Resource15,General,5145,Internet
Group 4,task-7751,Resource10,T02 Check confirmation of receipt,2011/1/12 10:42:56,Resource15,General,5145,Internet
Group 3,task-7886,Resource10,T04 Determine confirmation of receipt,2011/1/12 10:43:09,Resource15,General,5145,Internet
Group 2,task-7887,admin1,T05 Print and send confirmation of receipt,2011/1/12 13:43:41,Resource15,General,5145,Internet
EMPTY,task-50050,Resource14,Confirmation of receipt,2011/12/20 9:22:13,Resource14,General,10950,Internet
Group 4,task-50309,Resource14,T02 Check confirmation of receipt,2011/12/20 9:29:18,Resource14,General,10950,Internet
Group 3,task-50315,Resource14,T04 Determine confirmation of receipt,2011/12/20 10:03:39,Resource14,General,10950,Internet
Group 2,task-50323,Resource14,T05 Print and send confirmation of receipt,2011/12/20 10:04:14,Resource14,General,10950,Internet
Group 1,task-50310,Resource14,T06 Determine necessity of stop advice,2011/12/20 10:08:03,Resource14,General,10950,Internet
Group 1,task-50324,Resource14,T10 Determine necessity to stop indication,2011/12/20 10:11:21,Resource14,General,10950,Internet
EMPTY,task-31412,Resource04,Confirmation of receipt,2011/7/27 8:24:57,Resource04,General,8459,Internet
Group 4,task-33727,Resource04,T02 Check confirmation of receipt,2011/7/27 8:25:16,Resource04,General,8459,Internet
Group 3,task-33729,Resource04,T04 Determine confirmation of receipt,2011/7/27 8:25:31,Resource04,General,8459,Internet
Group 2,task-33730,Resource04,T05 Print and send confirmation of receipt,2011/7/27 8:25:48,Resource04,General,8459,Internet
Group 1,task-33728,Resource04,T06 Determine necessity of stop advice,2011/7/27 8:26:02,Resource04,General,8459,Internet
Group 1,task-33731,Resource04,T10 Determine necessity to stop indication,2011/7/27 8:26:31,Resource04,General,8459,Internet
EMPTY,task-14064,Resource07,Confirmation of receipt,2011/3/1 15:49:39,Resource11,General,6168,Internet
Group 4,task-14791,Resource07,T02 Check confirmation of receipt,2011/3/1 15:49:54,Resource11,General,6168,Internet
Group 3,task-14793,Resource07,T04 Determine confirmation of receipt,2011/3/1 15:50:22,Resource11,General,6168,Internet
Group 2,task-14794,Resource07,T05 Print and send confirmation of receipt,2011/3/1 15:50:36,Resource11,General,6168,Internet
Group 1,task-14792,Resource07,T06 Determine necessity of stop advice,2011/3/1 15:50:50,Resource11,General,6168,Internet
Group 1,task-14795,Resource07,T10 Determine necessity to stop indication,2011/3/1 15:57:29,Resource11,General,6168,Internet
EMPTY,task-29098,Resource01,Confirmation of receipt,2011/7/7 9:20:55,Resource11,General,8180,Internet
Group 4,task-31277,Resource01,T02 Check confirmation of receipt,2011/7/7 9:21:19,Resource11,General,8180,Internet
Group 3,task-31280,Resource01,T04 Determine confirmation of receipt,2011/7/7 9:21:45,Resource11,General,8180,Internet
Group 2,task-31282,Resource01,T05 Print and send confirmation of receipt,2011/7/7 9:22:15,Resource11,General,8180,Internet
Group 1,task-31278,Resource01,T06 Determine necessity of stop advice,2011/7/7 9:22:39,Resource11,General,8180,Internet
Group 1,task-31285,Resource01,T10 Determine necessity to stop indication,2011/7/7 9:23:03,Resource11,General,8180,Internet
EMPTY,task-33209,Resource01,Confirmation of receipt,2011/7/28 12:15:09,Resource01,General,8749,Internet
Group 4,task-34103,Resource01,T02 Check confirmation of receipt,2011/7/28 12:15:30,Resource01,General,8749,Internet
Group 3,task-34105,Resource01,T04 Determine confirmation of receipt,2011/7/28 12:15:48,Resource01,General,8749,Internet
Group 2,task-34106,Resource01,T05 Print and send confirmation of receipt,2011/7/28 12:16:31,Resource01,General,8749,Internet
Group 1,task-34104,Resource01,T06 Determine necessity of stop advice,2011/7/28 12:17:02,Resource01,General,8749,Internet
Group 1,task-34107,Resource01,T10 Determine necessity to stop indication,2011/7/28 12:17:30,Resource01,General,8749,Internet
EMPTY,task-15941,Resource17,Confirmation of receipt,2011/3/16 13:16:43,Resource17,General,6417,Desk
EMPTY,task-16461,Resource17,T02 Check confirmation of receipt,2011/3/16 13:17:19,Resource17,General,6417,Desk
Group 1,task-16462,Resource17,T06 Determine necessity of stop advice,2011/3/16 13:17:57,Resource17,General,6417,Desk
Group 1,task-16464,Resource17,T10 Determine necessity to stop indication,2011/3/16 13:18:18,Resource17,General,6417,Desk
Group 3,task-16463,Resource10,T04 Determine confirmation of receipt,2011/3/16 19:54:53,Resource17,General,6417,Desk
Group 2,task-16502,admin1,T05 Print and send confirmation of receipt,2011/3/17 8:02:02,Resource17,General,6417,Desk
EMPTY,task-17778,Resource15,Confirmation of receipt,2011/3/29 8:12:34,Resource15,General,6662,Post
Group 4,task-18187,Resource15,T02 Check confirmation of receipt,2011/3/29 8:13:22,Resource15,General,6662,Post
Group 3,task-18191,Resource15,T04 Determine confirmation of receipt,2011/3/29 8:13:40,Resource15,General,6662,Post
Group 1,task-18188,Resource15,T06 Determine necessity of stop advice,2011/3/29 8:22:26,Resource15,General,6662,Post
Group 1,task-18198,Resource15,T10 Determine necessity to stop indication,2011/3/29 8:29:44,Resource15,General,6662,Post
Group 2,task-18192,admin1,T05 Print and send confirmation of receipt,2011/3/29 13:56:57,Resource15,General,6662,Post
EMPTY,task-39921,Resource04,Confirmation of receipt,2011/9/23 7:58:15,Resource04,General,9700,Internet
Group 4,task-40025,Resource04,T02 Check confirmation of receipt,2011/9/23 8:02:37,Resource04,General,9700,Internet
Group 3,task-40029,Resource04,T04 Determine confirmation of receipt,2011/9/23 8:03:00,Resource04,General,9700,Internet
Group 2,task-40030,Resource04,T05 Print and send confirmation of receipt,2011/9/23 8:03:18,Resource04,General,9700,Internet
Group 1,task-40026,Resource04,T06 Determine necessity of stop advice,2011/9/23 8:03:36,Resource04,General,9700,Internet
Group 1,task-40031,Resource04,T10 Determine necessity to stop indication,2011/9/23 8:03:56,Resource04,General,9700,Internet
EMPTY,task-15895,Resource01,Confirmation of receipt,2011/3/24 10:35:13,Resource11,General,6407,Internet
Group 4,task-17564,Resource01,T02 Check confirmation of receipt,2011/3/24 10:35:31,Resource11,General,6407,Internet
Group 3,task-17566,Resource01,T04 Determine confirmation of receipt,2011/3/24 10:35:45,Resource11,General,6407,Internet
Group 2,task-17567,Resource01,T05 Print and send confirmation of receipt,2011/3/24 10:36:02,Resource11,General,6407,Internet
Group 1,task-17565,Resource11,T06 Determine necessity of stop advice,2011/4/7 7:25:23,Resource11,General,6407,Internet
Group 1,task-19441,Resource11,T10 Determine necessity to stop indication,2011/4/7 7:30:30,Resource11,General,6407,Internet
EMPTY,task-14054,Resource01,Confirmation of receipt,2011/3/10 12:29:02,Resource11,General,6166,Internet
Group 4,task-15804,Resource01,T02 Check confirmation of receipt,2011/3/10 12:29:17,Resource11,General,6166,Internet
Group 3,task-15806,Resource01,T04 Determine confirmation of receipt,2011/3/10 12:29:39,Resource11,General,6166,Internet
Group 2,task-15807,Resource01,T05 Print and send confirmation of receipt,2011/3/10 12:29:49,Resource11,General,6166,Internet
Group 1,task-15805,Resource01,T06 Determine necessity of stop advice,2011/3/10 12:30:02,Resource11,General,6166,Internet
Group 1,task-15808,Resource01,T10 Determine necessity to stop indication,2011/3/10 12:30:17,Resource11,General,6166,Internet
EMPTY,task-49838,Resource04,Confirmation of receipt,2012/1/3 11:51:49,Resource04,General,10838,Internet
Group 4,task-51106,Resource04,T02 Check confirmation of receipt,2012/1/3 11:52:18,Resource04,General,10838,Internet
Group 3,task-51108,Resource04,T04 Determine confirmation of receipt,2012/1/3 11:53:20,Resource04,General,10838,Internet
Group 2,task-51110,Resource04,T05 Print and send confirmation of receipt,2012/1/3 11:53:44,Resource04,General,10838,Internet
Group 1,task-51107,Resource04,T06 Determine necessity of stop advice,2012/1/4 7:57:57,Resource04,General,10838,Internet
Group 1,task-51148,Resource04,T10 Determine necessity to stop indication,2012/1/4 7:58:41,Resource04,General,10838,Internet
EMPTY,task-1560,Resource07,Confirmation of receipt,2010/12/13 9:28:59,Resource11,General,4403,Internet
Group 4,task-3791,Resource07,T02 Check confirmation of receipt,2010/12/13 9:29:20,Resource11,General,4403,Internet
Group 3,task-3793,Resource07,T04 Determine confirmation of receipt,2010/12/13 9:29:44,Resource11,General,4403,Internet
Group 2,task-3794,Resource07,T05 Print and send confirmation of receipt,2010/12/13 9:30:06,Resource11,General,4403,Internet
Group 1,task-3792,Resource07,T06 Determine necessity of stop advice,2010/12/13 9:30:17,Resource11,General,4403,Internet
Group 1,task-3795,Resource07,T10 Determine necessity to stop indication,2010/12/13 9:39:16,Resource11,General,4403,Internet
Group 1,task-21027,Resource21,Confirmation of receipt,2011/4/19 8:33:00,Resource21,General,7085,Internet
Group 4,task-21055,Resource21,T02 Check confirmation of receipt,2011/4/19 8:33:30,Resource21,General,7085,Internet
Group 3,task-21058,Resource21,T04 Determine confirmation of receipt,2011/4/19 8:34:54,Resource21,General,7085,Internet
Group 2,task-21059,Resource21,T05 Print and send confirmation of receipt,2011/4/19 8:35:43,Resource21,General,7085,Internet
Group 1,task-21056,Resource21,T06 Determine necessity of stop advice,2011/5/18 7:25:15,Resource21,General,7085,Internet
Group 1,task-25345,Resource21,T10 Determine necessity to stop indication,2011/5/18 7:25:38,Resource21,General,7085,Internet
EMPTY,task-41741,Resource22,Confirmation of receipt,2011/10/24 7:59:02,Resource22,General,9928,Internet
Group 4,task-44216,Resource22,T02 Check confirmation of receipt,2011/10/24 8:00:06,Resource22,General,9928,Internet
Group 3,task-44218,Resource22,T04 Determine confirmation of receipt,2011/10/24 8:00:42,Resource22,General,9928,Internet
Group 2,task-44219,Resource22,T05 Print and send confirmation of receipt,2011/10/24 8:01:40,Resource22,General,9928,Internet
Group 1,task-44217,Resource22,T06 Determine necessity of stop advice,2011/10/24 8:03:05,Resource22,General,9928,Internet
Group 1,task-44220,Resource22,T10 Determine necessity to stop indication,2011/10/24 8:04:05,Resource22,General,9928,Internet
